geography,2019,2024,ratio
Miami,71187584,67703510,0.9510578417719584
San Diego,56576204,49297938,0.8713546423156987
Tampa,20538000,17887469,0.8709450287272373
Austin,19270272,16326843,0.8472554512982484
Houston,105137289,88059802,0.837569646674074
Orlando,13962786,11556895,0.8276926252396907
Dallas,45239698,36629444,0.8096748125949028
Los Angeles,331037419,266695804,0.8056364286721315
Washington DC,244267399,195635168,0.8009057647516851
New York City,2230320276,1746423727,0.7830371923677925
Seattle,134215439,97629263,0.7274070980761014
Newark,224580083,156930214,0.6987717339119516
San Antonio,25772841,17855753,0.6928127558773982
Portland,60720385,41394600,0.681724926480621
Boston,216423748,144946094,0.6697328520528163
Philadelphia,190208181,126737305,0.6663083802899098
Chicago,317325573,208311447,0.6564596891155696
Bay Area,287421422,183496967,0.6384248109384136
Charlotte,14452376,9163929,0.6340776769162385
Denver,59785079,37867605,0.6333955835368219
Sacramento,16712732,10308006,0.616775641469031
Minneapolis,52140969,32013991,0.6139891838220345
Baltimore,55533263,34043522,0.6130293838487394
Detroit,29119127,16542966,0.5681133915862244
Atlanta,71294110,39402213,0.5526713637353773
Phoenix,40493327,20759430,0.5126629876572009
St Louis,22142634,10871033,0.49095482497701043
